,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
776,188.59,0.06,0.32,83.69,0.17,13.22,69.45,0.82,4
777,188.59,0.05,0.27,85.83,0.17,12.33,60.61,0.79,4
778,188.59,0.04,0.25,85.12,0.16,11.23,52.5,0.79,4
779,188.59,0.04,0.23,83.69,0.15,10.04,44.31,0.81,3
780,188.59,0.04,0.23,84.4,0.15,9.07,36.58,0.85,3
781,190.26,0.04,0.26,85.83,0.16,9.02,33.94,0.89,2
782,191.93,0.05,0.39,88.69,0.17,9.47,34.37,0.94,2
783,195.27,0.06,0.66,92.98,0.18,9.31,32.35,1.03,2
784,201.94,0.03,1.13,103.0,0.2,9.44,30.88,1.12,2
785,236.99,0.0,1.78,110.15,0.24,10.79,32.75,1.57,2
786,267.03,0.0,2.12,107.29,0.31,12.12,34.87,2.09,2
787,260.35,0.0,2.12,95.84,0.35,12.27,36.49,2.15,3
788,243.66,0.0,2.01,85.12,0.35,12.0,36.7,1.79,3
789,230.31,0.0,1.82,76.53,0.31,11.13,32.56,1.38,2
790,220.3,0.0,1.54,71.53,0.28,10.27,27.99,1.06,2
791,213.62,0.0,1.34,63.66,0.21,9.86,25.12,0.84,2
792,210.29,0.0,1.24,55.08,0.16,9.78,24.34,0.86,2
793,206.95,0.0,1.18,50.07,0.15,9.97,26.3,1.08,2
794,206.95,0.0,1.19,47.21,0.15,10.32,29.68,1.44,2
795,206.95,0.01,1.39,45.42,0.17,10.51,32.19,1.5,2
796,206.95,0.12,1.65,48.64,0.22,10.62,32.77,1.57,2
797,201.94,0.08,0.66,73.67,0.23,11.48,41.35,0.96,3
798,200.27,0.09,0.54,80.11,0.26,11.48,42.91,0.86,3
799,201.94,0.08,0.47,85.12,0.3,10.71,38.45,0.82,3
800,203.61,0.06,0.39,91.55,0.35,10.51,38.01,0.74,3
801,205.28,0.06,0.36,97.28,0.4,10.91,39.77,0.68,3
802,208.62,0.06,0.36,100.14,0.43,11.47,42.4,0.65,3
803,210.29,0.06,0.36,101.57,0.41,11.97,45.22,0.62,3
804,210.29,0.05,0.35,103.0,0.36,12.0,44.77,0.62,3
805,206.95,0.05,0.36,100.14,0.3,11.21,41.21,0.7,3
806,200.27,0.05,0.4,94.41,0.24,9.58,35.13,0.8,3
807,191.93,0.04,0.45,88.69,0.18,8.49,31.87,0.76,2
808,183.58,0.02,0.55,84.4,0.16,10.07,40.85,0.57,3
809,178.58,0.0,0.74,83.69,0.17,13.18,60.76,0.48,4
810,176.91,0.0,0.89,84.4,0.18,15.09,75.29,0.59,4
811,180.24,0.0,0.99,85.12,0.19,13.59,64.53,0.86,4
812,183.58,0.0,1.14,81.54,0.22,11.12,46.24,1.06,3
813,185.25,0.0,1.19,76.53,0.23,9.99,37.9,1.06,3
814,186.92,0.0,1.02,73.67,0.21,9.4,34.74,0.97,2
815,183.58,0.0,1.03,60.08,0.15,9.33,32.56,1.36,2
816,176.91,0.0,1.08,46.49,0.12,9.35,31.87,1.77,2
817,171.9,0.0,1.07,41.49,0.12,9.3,32.31,2.09,2
818,168.56,0.0,1.16,39.7,0.14,9.23,33.42,2.47,2
819,166.89,0.02,1.67,35.41,0.15,9.12,34.71,2.44,2
820,176.91,0.31,2.83,35.76,0.23,9.07,35.81,2.19,3
821,181.91,0.07,0.51,77.96,0.2,10.74,52.66,0.38,4
822,181.91,0.08,0.46,80.11,0.2,10.87,53.24,0.39,4
823,183.58,0.07,0.36,82.25,0.22,10.41,50.46,0.44,4
824,181.91,0.04,0.24,82.97,0.21,10.45,50.95,0.43,4
825,180.24,0.03,0.18,81.54,0.2,10.69,52.12,0.42,4
826,180.24,0.03,0.17,80.11,0.2,10.62,51.13,0.46,4
827,181.91,0.03,0.19,82.25,0.21,10.75,50.34,0.55,4
828,183.58,0.04,0.21,85.12,0.21,11.33,52.81,0.61,4
829,181.91,0.04,0.25,85.83,0.19,11.97,57.19,0.63,4
830,180.24,0.05,0.38,84.4,0.18,12.97,65.17,0.61,4
831,180.24,0.06,0.59,83.69,0.18,14.13,74.24,0.61,4
832,180.24,0.03,0.78,82.25,0.19,15.0,80.69,0.62,4
833,178.58,0.0,0.85,80.82,0.2,15.5,84.92,0.63,4
834,181.91,0.0,1.05,80.82,0.21,15.28,82.89,0.67,4
835,186.92,0.0,1.46,80.11,0.24,14.9,78.85,0.75,4
836,193.6,0.0,1.89,75.1,0.27,14.59,75.75,0.98,4
837,193.6,0.0,1.97,70.1,0.28,14.33,75.49,1.17,4
838,191.93,0.0,1.71,67.23,0.25,14.14,76.27,1.12,4
839,190.26,0.0,1.56,59.37,0.19,13.35,68.05,0.99,4
840,186.92,0.0,1.46,49.35,0.14,12.27,59.06,0.93,4
841,183.58,0.0,1.33,43.27,0.12,11.66,56.61,0.98,4
842,178.58,0.0,1.23,40.77,0.11,11.5,59.73,1.08,4
843,176.91,0.01,1.25,40.77,0.12,11.45,64.81,1.14,4
844,178.58,0.11,1.31,46.49,0.14,11.98,71.41,1.25,4
845,178.58,0.05,0.38,71.53,0.11,15.26,87.6,0.53,4
846,178.58,0.06,0.32,74.39,0.15,14.58,79.43,0.46,4
847,178.58,0.05,0.26,75.82,0.2,13.45,68.96,0.45,4
848,178.58,0.03,0.17,77.96,0.24,13.62,66.33,0.4,4
849,178.58,0.03,0.14,77.25,0.25,13.76,66.02,0.39,4
850,180.24,0.02,0.13,75.82,0.25,12.86,59.55,0.42,4
851,180.24,0.02,0.13,75.1,0.24,13.03,59.75,0.49,4
852,180.24,0.03,0.14,75.82,0.21,15.22,72.24,0.54,4
853,180.24,0.03,0.17,75.82,0.18,16.58,78.75,0.52,4
854,180.24,0.04,0.25,75.1,0.17,16.84,79.96,0.48,4
855,180.24,0.04,0.39,74.39,0.17,16.63,77.9,0.47,4
856,180.24,0.02,0.51,74.39,0.18,16.5,76.84,0.47,4
857,181.91,0.0,0.66,74.39,0.2,16.18,73.25,0.55,4
858,186.92,0.0,0.95,74.39,0.23,15.67,67.14,0.71,4
859,193.6,0.0,1.34,74.39,0.27,14.82,58.85,0.92,4
860,198.6,0.0,1.48,74.39,0.29,13.94,50.58,1.08,4
861,195.27,0.0,1.29,73.67,0.26,13.89,51.51,1.06,4
862,191.93,0.0,1.05,72.96,0.23,14.56,57.34,0.93,4
863,186.92,0.0,1.04,58.65,0.15,14.66,54.63,0.92,4
864,180.24,0.0,1.07,43.99,0.12,14.35,51.97,1.39,4
865,171.9,0.0,1.1,36.48,0.13,14.16,51.8,2.5,4
866,166.89,0.0,1.29,32.54,0.16,13.99,51.64,4.12,4
867,161.89,0.03,1.67,24.32,0.16,13.74,50.92,3.64,4
868,165.22,0.34,2.29,21.64,0.18,13.66,50.83,2.69,4
869,178.58,0.08,0.58,65.09,0.17,15.74,75.77,1.0,4
870,176.91,0.08,0.42,67.23,0.16,16.62,80.84,0.99,4
871,176.91,0.06,0.32,68.67,0.16,16.44,78.81,1.08,4
872,176.91,0.04,0.22,70.1,0.16,16.61,78.05,1.06,4
873,176.91,0.03,0.17,69.38,0.15,16.82,76.87,1.0,4
874,178.58,0.03,0.15,68.67,0.15,16.55,72.89,0.93,4
875,178.58,0.03,0.14,68.67,0.16,16.36,68.96,0.83,4
876,181.91,0.03,0.15,70.1,0.16,16.24,67.91,0.76,4
877,183.58,0.03,0.18,71.53,0.16,16.38,68.5,0.71,4
878,186.92,0.04,0.3,74.39,0.17,16.63,69.66,0.69,4
879,190.26,0.05,0.51,76.53,0.18,16.64,69.19,0.73,4
880,191.93,0.02,0.7,77.96,0.2,16.13,64.93,0.78,4
881,195.27,0.0,0.86,80.82,0.22,15.48,58.66,0.83,4
882,200.27,0.0,1.14,83.69,0.26,14.92,52.48,0.93,4
883,206.95,0.0,1.63,82.25,0.33,14.7,48.51,1.11,3
884,210.29,0.0,1.91,77.25,0.35,15.15,50.4,1.33,4
885,208.62,0.0,1.65,73.67,0.32,16.76,64.18,1.24,4
886,201.94,0.0,1.25,72.24,0.28,18.56,79.99,0.91,4
887,196.93,0.0,0.93,72.24,0.24,17.89,79.32,0.69,4
888,193.6,0.0,0.74,72.24,0.22,15.59,64.89,0.59,4
889,191.93,0.0,0.59,71.53,0.2,13.47,51.6,0.51,4
890,190.26,0.0,0.48,71.53,0.18,11.8,40.55,0.43,3
891,188.59,0.0,0.49,70.1,0.18,10.28,31.75,0.39,2
892,186.92,0.01,0.67,67.23,0.18,9.36,25.43,0.38,2
893,186.92,0.02,0.76,67.95,0.19,8.49,20.24,0.31,2
894,190.26,0.04,0.85,67.95,0.19,7.91,17.02,0.31,1
895,191.93,0.05,0.85,69.38,0.21,7.78,16.29,0.34,1
896,193.6,0.05,0.75,74.39,0.25,7.66,15.66,0.28,1
897,193.6,0.04,0.65,77.96,0.29,7.23,13.45,0.19,1
898,191.93,0.03,0.61,77.25,0.29,6.2,10.49,0.2,1
899,188.59,0.04,0.54,74.39,0.24,5.24,8.36,0.24,1
900,183.58,0.04,0.42,70.81,0.19,4.54,7.05,0.29,1
901,181.91,0.04,0.36,70.81,0.15,4.23,6.98,0.33,1
902,181.91,0.05,0.42,70.81,0.14,4.38,7.69,0.39,1
903,185.25,0.04,0.55,72.24,0.16,4.77,8.47,0.47,1
904,186.92,0.02,0.62,74.39,0.21,5.38,10.34,0.51,1
905,188.59,0.0,0.96,71.53,0.28,5.84,11.39,0.69,1
906,190.26,0.0,1.31,67.23,0.35,6.22,11.89,0.86,1
907,191.93,0.0,1.52,64.37,0.44,6.69,12.83,0.88,1
908,191.93,0.0,2.06,54.36,0.41,6.99,13.2,0.99,1
909,186.92,0.0,2.27,43.63,0.31,7.12,13.38,1.14,1
910,178.58,0.0,1.95,37.91,0.3,7.22,13.96,1.38,1
911,173.57,0.0,1.59,36.12,0.36,7.34,14.91,1.76,1
912,166.89,0.0,1.31,34.69,0.4,7.49,16.12,2.0,1
913,161.89,0.0,1.1,32.9,0.39,7.56,17.13,2.12,1
914,160.22,0.0,1.04,31.83,0.32,7.57,18.07,1.77,1
915,160.22,0.02,1.33,28.97,0.23,7.72,19.05,1.41,1
916,168.56,0.2,1.89,31.11,0.25,8.09,20.95,1.71,2
917,181.91,0.04,0.32,67.23,0.3,11.76,47.21,0.79,3
918,183.58,0.05,0.27,70.1,0.26,13.69,59.45,0.82,4
919,183.58,0.04,0.24,70.81,0.26,14.01,62.11,0.89,4
920,183.58,0.03,0.19,80.11,0.27,16.9,74.74,0.76,4
921,183.58,0.03,0.18,85.12,0.28,18.89,83.67,0.7,4
922,181.91,0.03,0.18,85.12,0.28,19.55,87.09,0.71,4
923,180.24,0.03,0.2,88.69,0.3,18.17,79.15,0.69,4
924,180.24,0.04,0.23,91.55,0.3,16.6,71.07,0.65,4
925,180.24,0.04,0.24,89.41,0.29,16.35,70.88,0.62,4
926,178.58,0.07,0.53,84.4,0.29,16.55,71.62,0.69,4
927,183.58,0.1,1.01,82.97,0.32,16.73,69.96,0.92,4
928,196.93,0.05,1.56,86.55,0.41,16.45,65.48,1.17,4
929,223.64,0.0,2.16,95.84,0.57,15.58,56.74,1.41,4
930,257.02,0.0,2.51,101.57,0.68,15.4,49.25,1.74,3
931,260.35,0.0,2.16,92.98,0.63,16.83,53.17,1.92,4
932,240.33,0.0,1.61,79.39,0.54,18.31,60.79,1.38,4
933,226.97,0.0,1.31,71.53,0.48,17.91,59.01,1.01,4
934,220.3,0.0,1.02,69.38,0.43,17.91,59.47,0.8,4
935,216.96,0.0,0.93,65.8,0.39,17.9,58.04,0.74,4
936,216.96,0.0,0.92,61.51,0.37,18.23,57.43,0.72,4
937,213.62,0.0,0.86,58.65,0.34,18.52,59.59,0.67,4
938,210.29,0.0,0.8,57.22,0.32,19.0,64.26,0.67,4
939,206.95,0.01,0.85,57.94,0.34,19.51,70.84,0.79,4
940,205.28,0.07,0.92,62.23,0.38,20.24,79.95,0.88,4
941,191.93,0.07,0.54,76.53,0.35,22.24,101.4,0.57,5
942,188.59,0.08,0.47,79.39,0.34,22.68,106.44,0.57,5
943,188.59,0.07,0.4,81.54,0.37,22.15,102.17,0.6,5
944,181.91,0.04,0.24,85.12,0.36,21.98,103.69,0.5,5
945,178.58,0.03,0.18,86.55,0.36,20.96,98.82,0.44,4
946,176.91,0.03,0.15,84.4,0.36,20.21,94.3,0.43,4
947,175.24,0.03,0.14,84.4,0.35,19.23,89.53,0.42,4
948,173.57,0.03,0.17,88.69,0.31,17.91,81.61,0.4,4
949,170.23,0.03,0.22,94.41,0.27,16.8,74.84,0.38,4
950,168.56,0.08,0.6,97.28,0.28,16.3,69.61,0.52,4
951,166.89,0.09,1.02,97.28,0.31,15.52,62.7,0.76,4
952,165.22,0.04,1.2,94.41,0.34,14.34,55.42,0.92,4
953,165.22,0.0,1.95,81.54,0.42,13.42,48.89,1.41,3
954,168.56,0.0,2.96,65.09,0.55,13.26,46.41,2.12,3
955,173.57,0.0,3.86,55.08,0.63,13.44,48.01,2.66,3
956,175.24,0.0,4.07,50.78,0.6,14.03,51.45,3.26,4
957,170.23,0.0,3.3,46.49,0.51,14.31,52.24,3.9,4
958,160.22,0.0,2.12,44.7,0.43,14.08,52.46,4.37,4
959,151.87,0.0,1.31,44.7,0.34,13.74,53.03,4.31,4
960,145.2,0.0,0.81,44.35,0.28,13.42,54.99,3.39,4
961,143.53,0.0,0.6,47.21,0.25,13.52,59.71,2.76,4
962,143.53,0.0,0.64,50.07,0.23,13.89,65.18,2.5,4
963,143.53,0.02,1.0,49.35,0.26,14.35,67.96,2.34,4
964,148.54,0.15,1.61,52.21,0.33,14.88,69.41,2.06,4
965,151.87,0.06,0.49,85.12,0.23,15.92,83.94,0.93,4
966,150.2,0.06,0.39,84.4,0.29,15.87,82.96,0.99,4
967,148.54,0.05,0.31,83.69,0.42,15.58,80.82,1.09,4
968,151.87,0.05,0.29,105.86,0.5,13.58,64.39,0.53,4
969,155.21,0.05,0.33,117.3,0.5,12.12,53.16,0.41,4
970,156.88,0.06,0.36,123.02,0.53,11.65,49.89,0.41,3
971,158.55,0.06,0.39,125.89,0.52,11.38,48.23,0.43,3
972,158.55,0.06,0.41,128.75,0.5,10.82,45.34,0.44,3
973,156.88,0.06,0.45,128.75,0.45,9.93,40.72,0.42,3
974,158.55,0.15,1.41,120.16,0.45,9.15,35.52,0.71,3
975,171.9,0.22,2.87,111.58,0.55,9.01,33.29,1.28,2
976,183.58,0.11,3.77,101.57,0.67,9.22,33.98,1.84,2
977,188.59,0.01,4.16,87.98,0.75,9.37,34.59,2.28,2
978,191.93,0.0,4.2,78.68,0.81,9.61,35.55,2.5,3
979,196.93,0.0,4.07,79.39,0.81,10.36,37.25,2.44,3
980,200.27,0.0,3.73,82.97,0.81,11.42,40.22,3.14,3
981,190.26,0.0,3.09,77.96,0.8,11.55,40.83,4.69,3
982,171.9,0.0,2.08,67.95,0.73,11.06,39.85,5.57,3
983,161.89,0.0,1.41,62.23,0.7,10.68,38.99,6.02,3
984,158.55,0.0,1.09,62.23,0.72,10.63,38.93,6.21,3
985,156.88,0.0,0.95,64.37,0.73,10.67,39.21,6.27,3
986,156.88,0.0,0.98,62.23,0.67,10.79,39.32,5.26,3
987,161.89,0.01,1.37,58.65,0.57,11.2,39.75,3.86,3
988,183.58,0.1,1.89,67.23,0.54,12.97,43.92,2.95,3
989,203.61,0.04,0.38,103.0,1.07,18.09,66.64,0.86,4
990,196.93,0.05,0.39,98.71,3.25,19.13,69.13,0.57,4
991,191.93,0.06,0.41,98.71,6.14,20.98,71.91,0.32,4
992,181.91,0.05,0.34,100.14,5.72,20.89,71.7,0.21,4
993,180.24,0.06,0.35,100.14,5.19,22.19,76.25,0.14,4
994,186.92,0.06,0.41,105.86,5.19,24.44,81.82,0.08,4
995,190.26,0.06,0.44,110.15,4.83,25.54,82.48,0.06,4
996,188.59,0.06,0.4,108.72,4.05,25.46,82.85,0.07,4
997,181.91,0.06,0.4,104.43,2.95,25.11,86.2,0.12,4
998,176.91,0.06,0.48,97.28,1.74,24.78,91.45,0.25,4
999,176.91,0.06,0.65,94.41,1.21,25.29,96.66,0.39,4
1000,178.58,0.03,0.86,94.41,1.24,25.53,98.82,0.45,4
1001,183.58,0.0,1.18,95.84,1.48,25.82,99.19,0.52,4
1002,186.92,0.0,1.39,97.28,1.86,26.11,98.65,0.59,4
1003,186.92,0.0,1.52,97.28,2.27,26.54,99.24,0.59,4
1004,190.26,0.0,1.84,90.84,2.18,26.94,98.01,0.8,4
1005,191.93,0.0,1.99,83.69,2.06,27.1,95.57,0.99,4
1006,190.26,0.0,1.8,80.11,2.15,27.08,93.84,1.06,4
1007,188.59,0.0,1.59,75.1,2.12,27.0,91.03,1.22,4
1008,185.25,0.0,1.44,68.67,1.91,26.9,88.13,1.47,4
1009,180.24,0.0,1.27,64.37,1.85,26.67,86.49,1.62,4
1010,176.91,0.0,1.18,62.94,2.0,26.16,83.62,1.68,4
1011,175.24,0.01,1.23,64.37,2.53,25.43,80.08,1.5,4
1012,175.24,0.08,1.21,71.53,3.76,24.37,78.09,1.11,4
1013,173.57,0.08,0.68,92.98,5.96,22.62,77.49,0.36,4
1014,173.57,0.09,0.61,97.28,5.66,21.84,75.65,0.36,4
1015,173.57,0.08,0.52,101.57,5.9,21.88,73.91,0.41,4
1016,173.57,0.06,0.4,103.0,5.48,20.78,69.52,0.38,4
1017,171.9,0.05,0.33,104.43,5.07,18.74,61.84,0.33,4
1018,170.23,0.04,0.29,104.43,5.07,17.5,56.51,0.31,4
1019,166.89,0.03,0.23,103.0,4.05,15.37,49.18,0.29,3
1020,163.56,0.03,0.19,98.71,2.59,12.91,41.11,0.33,3
1021,161.89,0.03,0.2,95.84,1.76,12.03,38.72,0.4,3
1022,161.89,0.04,0.3,94.41,1.25,11.9,38.36,0.51,3
1023,166.89,0.04,0.46,91.55,0.85,12.02,38.98,0.63,3
1024,170.23,0.02,0.61,86.55,0.57,11.55,38.96,0.68,3
1025,178.58,0.0,1.5,77.25,0.53,11.34,37.59,1.14,3
1026,190.26,0.0,2.7,69.38,0.61,11.37,36.01,1.71,3
1027,201.94,0.0,3.43,65.8,0.68,11.77,36.22,2.01,3
1028,206.95,0.0,3.81,57.94,0.65,12.22,36.26,2.38,3
1029,205.28,0.0,3.56,50.07,0.54,12.58,36.92,2.72,3
1030,198.6,0.0,2.83,46.49,0.5,12.82,38.13,3.17,3
1031,191.93,0.0,2.27,45.06,0.51,12.99,39.27,3.9,3
1032,185.25,0.0,1.84,42.2,0.47,13.0,39.99,4.31,3
1033,178.58,0.0,1.5,37.91,0.38,12.84,40.73,4.43,3
1034,171.9,0.0,1.39,32.9,0.29,12.56,42.02,4.31,3
1035,166.89,0.02,1.61,27.18,0.26,12.29,43.09,3.67,3
1036,168.56,0.2,2.04,28.25,0.33,12.1,43.79,3.1,3
1037,171.9,0.06,0.46,71.53,0.35,15.11,76.5,0.98,4
1038,173.57,0.07,0.44,73.67,0.35,16.04,83.94,1.0,4
1039,178.58,0.08,0.45,75.82,0.37,15.36,77.82,1.2,4
1040,168.56,0.03,0.2,89.41,0.31,15.94,78.85,0.63,4
1041,163.56,0.03,0.16,92.98,0.29,15.05,69.89,0.57,4
1042,161.89,0.03,0.16,95.84,0.28,17.03,79.68,0.59,4
1043,160.22,0.03,0.18,101.57,0.28,23.48,113.96,0.48,5
1044,156.88,0.04,0.23,110.15,0.26,23.74,110.45,0.32,5
1045,153.54,0.04,0.26,114.44,0.21,21.08,97.53,0.26,4
1046,151.87,0.05,0.43,111.58,0.17,21.6,104.55,0.38,5
1047,150.2,0.05,0.58,105.86,0.15,23.7,119.66,0.58,5
1048,150.2,0.02,0.63,101.57,0.17,26.89,137.74,0.74,5
1049,155.21,0.0,1.61,83.69,0.28,28.72,138.64,1.49,5
1050,158.55,0.0,2.44,65.8,0.4,29.44,137.51,2.25,5
1051,158.55,0.0,2.83,57.22,0.47,29.79,140.67,2.95,5
1052,155.21,0.0,2.66,55.08,0.44,30.12,143.8,3.61,5
1053,150.2,0.0,2.01,50.78,0.36,30.75,150.02,3.77,5
1054,146.87,0.0,1.35,47.92,0.29,32.56,161.14,3.55,5
1055,145.2,0.0,0.93,48.64,0.25,33.77,167.94,3.23,5
1056,145.2,0.0,0.76,50.07,0.21,34.4,168.57,3.2,5
1057,145.2,0.0,0.71,51.5,0.18,34.25,162.86,3.26,5
1058,146.87,0.0,0.79,51.5,0.17,33.48,154.67,3.29,5
1059,148.54,0.02,1.19,49.35,0.19,32.47,145.33,3.07,5
1060,156.88,0.14,1.78,53.64,0.26,30.17,132.88,2.44,5
1061,161.89,0.04,0.35,94.41,0.18,24.86,122.11,0.65,5
1062,161.89,0.05,0.35,95.84,0.19,23.78,117.34,0.59,5
1063,165.22,0.05,0.33,95.84,0.24,23.54,118.12,0.59,5
1064,160.22,0.04,0.27,101.57,0.25,20.8,101.39,0.44,5
1065,160.22,0.04,0.26,107.29,0.27,18.7,88.08,0.38,4
1066,160.22,0.04,0.28,108.72,0.33,18.49,86.0,0.37,4
1067,161.89,0.05,0.29,110.15,0.44,18.63,85.19,0.36,4
1068,161.89,0.04,0.3,110.15,0.57,18.16,80.99,0.34,4
1069,163.56,0.05,0.33,110.15,0.68,19.05,83.73,0.35,4
1070,166.89,0.06,0.46,107.29,0.75,21.49,94.55,0.44,4
1071,166.89,0.06,0.66,103.0,0.72,25.17,110.31,0.6,5
1072,165.22,0.03,0.83,98.71,0.52,27.57,121.0,0.78,5
1073,170.23,0.0,1.54,95.84,0.41,28.31,120.76,1.14,5
1074,181.91,0.0,2.49,92.98,0.44,27.98,114.84,1.49,5
1075,193.6,0.0,3.0,89.41,0.49,26.28,105.72,1.66,5
1076,200.27,0.0,3.68,72.24,0.54,25.06,94.31,2.09,4
1077,198.6,0.0,3.64,56.51,0.48,24.43,89.99,2.44,4
1078,188.59,0.0,2.83,47.92,0.4,24.26,90.77,2.69,4
1079,178.58,0.0,2.1,43.27,0.33,24.27,92.65,3.04,4
1080,170.23,0.0,1.63,42.92,0.32,24.57,95.74,3.55,4
1081,165.22,0.0,1.34,46.49,0.32,25.16,100.04,4.18,5
1082,161.89,0.0,1.23,48.64,0.32,25.61,103.25,4.43,5
1083,160.22,0.02,1.48,43.63,0.33,25.09,100.83,3.77,5
1084,161.89,0.16,1.99,43.27,0.44,24.66,96.65,3.04,4
1085,160.22,0.09,0.78,83.69,0.63,23.02,92.1,1.38,4
1086,166.89,0.14,1.0,90.12,0.66,22.59,90.75,1.58,4
1087,181.91,0.14,1.1,103.0,0.66,23.02,95.91,1.95,4
1088,171.9,0.07,0.51,103.0,0.65,23.73,98.5,1.09,4
1089,170.23,0.06,0.41,104.43,0.64,23.92,95.88,0.92,4
1090,171.9,0.06,0.38,107.29,0.64,23.91,93.99,0.96,4
1091,171.9,0.05,0.36,111.58,0.63,23.2,86.73,0.95,4
1092,170.23,0.05,0.36,113.01,0.59,22.25,79.23,0.9,4
1093,170.23,0.05,0.4,117.3,0.58,21.43,74.2,0.9,4
1094,175.24,0.11,1.01,117.3,0.62,21.55,71.52,1.06,4
1095,185.25,0.15,1.97,117.3,0.65,22.13,70.7,1.33,4
1096,191.93,0.08,2.66,111.58,0.65,23.5,73.03,1.47,4
1097,195.27,0.01,2.91,103.0,0.68,25.53,78.36,1.6,4
1098,196.93,0.0,2.83,95.84,0.77,27.85,84.93,1.74,4
1099,195.27,0.0,2.51,92.98,0.87,29.94,92.67,1.81,4
1100,193.6,0.0,2.31,91.55,0.97,31.11,97.61,2.53,4
1101,188.59,0.0,2.1,91.55,1.0,31.5,98.94,3.9,4
1102,181.91,0.0,1.69,87.26,0.92,31.18,98.62,5.26,4
1103,178.58,0.0,1.39,80.82,0.83,30.85,95.48,6.27,4
1104,175.24,0.0,1.15,75.1,0.73,29.89,87.5,6.46,4
1105,171.9,0.0,0.98,69.38,0.62,27.76,72.76,6.02,4
1106,166.89,0.0,0.95,56.51,0.51,25.04,57.88,4.43,4
1107,163.56,0.02,1.32,44.7,0.49,23.47,48.84,3.36,3
1108,166.89,0.16,1.97,42.56,0.6,21.96,41.96,2.88,3
1109,175.24,0.11,0.94,81.54,1.07,14.49,30.48,1.55,2
1110,180.24,0.14,1.04,87.26,1.19,13.51,28.56,1.62,2
1111,190.26,0.14,1.11,100.14,1.12,14.6,29.89,1.88,2
1112,185.25,0.08,0.54,110.15,1.12,13.29,32.54,1.09,2
1113,185.25,0.06,0.43,113.01,1.1,14.69,37.93,0.97,3
1114,186.92,0.06,0.4,114.44,1.06,16.82,46.85,1.01,3
1115,183.58,0.05,0.36,114.44,0.93,18.15,53.79,1.03,4
1116,181.91,0.05,0.35,114.44,0.79,17.8,54.36,0.97,4
1117,180.24,0.05,0.38,117.3,0.69,18.7,58.54,0.9,4
1118,181.91,0.09,0.84,118.73,0.63,20.47,64.07,0.97,4
1119,185.25,0.12,1.56,115.87,0.62,22.8,70.15,1.17,4
1120,181.91,0.06,2.08,104.43,0.6,24.75,76.31,1.33,4
1121,176.91,0.0,2.31,92.98,0.57,27.2,85.31,1.41,4
1122,175.24,0.0,2.46,81.54,0.52,32.54,103.79,1.43,5
1123,173.57,0.0,2.44,72.96,0.5,39.43,127.58,1.52,5
1124,175.24,0.0,2.87,59.37,0.51,42.02,125.57,1.98,5
1125,173.57,0.0,3.0,47.21,0.45,42.23,121.15,2.38,5
1126,166.89,0.0,2.42,41.13,0.38,42.42,123.21,2.63,5
1127,161.89,0.0,1.91,37.19,0.34,42.55,126.16,2.95,5
1128,156.88,0.0,1.54,35.76,0.32,42.62,129.04,3.26,5
1129,155.21,0.0,1.32,36.48,0.32,43.11,132.33,3.55,5
1130,153.54,0.0,1.27,36.12,0.31,43.18,133.35,3.52,5
1131,151.87,0.02,1.67,32.9,0.33,43.09,133.26,3.23,5
1132,158.55,0.23,2.53,35.05,0.44,43.06,133.24,2.95,5
1133,161.89,0.08,0.66,75.1,0.41,38.28,137.56,1.12,5
1134,165.22,0.11,0.69,81.54,0.42,34.1,129.51,1.12,5
1135,168.56,0.11,0.7,90.84,0.52,30.99,119.8,1.28,5
1136,163.56,0.05,0.3,95.84,0.57,29.45,115.44,0.72,5
1137,161.89,0.04,0.22,97.28,0.56,27.33,107.7,0.61,5
1138,160.22,0.03,0.2,95.84,0.62,25.87,102.5,0.61,5
1139,160.22,0.03,0.19,94.41,0.76,26.35,99.29,0.58,4
1140,163.56,0.03,0.19,95.84,0.95,27.11,96.36,0.55,4
1141,165.22,0.03,0.21,95.84,1.01,27.63,95.03,0.56,4
1142,170.23,0.08,0.62,94.41,0.95,27.43,92.03,0.7,4
1143,173.57,0.11,1.29,94.41,0.83,25.64,84.62,0.92,4
1144,173.57,0.05,1.76,92.98,0.69,23.34,77.62,1.12,4
1145,171.9,0.0,1.82,90.12,0.58,22.4,75.27,1.28,4
1146,178.58,0.0,2.1,85.83,0.51,26.14,85.58,1.43,4
1147,186.92,0.0,2.53,76.53,0.42,38.53,117.21,1.68,5
1148,195.27,0.0,3.34,56.51,0.4,47.44,126.22,2.19,5
1149,196.93,0.0,3.56,42.56,0.36,48.87,123.96,2.5,5
1150,191.93,0.0,2.91,38.98,0.32,50.2,132.79,3.01,5
1151,186.92,0.0,2.27,41.13,0.32,51.52,141.6,3.8,5
1152,183.58,0.0,1.82,42.92,0.31,52.22,146.98,4.12,5
1153,181.91,0.0,1.5,43.99,0.29,52.85,150.4,4.12,5
1154,180.24,0.0,1.41,43.63,0.26,52.79,148.46,4.05,5
1155,175.24,0.02,1.69,40.05,0.29,50.22,132.78,3.86,5
1156,175.24,0.19,2.25,40.41,0.4,44.63,104.74,3.45,5
1157,155.21,0.1,0.84,82.25,1.01,13.56,41.62,1.11,3
1158,151.87,0.13,0.85,87.26,1.0,9.05,31.93,1.22,2
